,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,Category,SubCategory,HoursEstimate,HoursActual
0,0.0,0.8636363636363635,0.8906249999999998,0.0,0.7142857142857143,0.5789473684210527,0.0,0.30434782608695654,0.01537379531643205,0.0006987530871634239
1,0.0,0.8636363636363635,0.6406249999999999,0.0,0.7142857142857143,0.5789473684210527,0.0,0.30434782608695654,0.007681403092341675,0.0028070598156737553
2,0.11111111111111109,0.09090909090909088,0.8906249999999998,0.0,0.7142857142857143,0.5789473684210527,1.0,0.391304347826087,0.0007582500906603371,0.00027709174146135773
3,0.4444444444444444,0.7424242424242424,0.6406249999999999,0.0,0.7142857142857143,0.5789473684210527,0.0,0.04347826086956519,0.0007582500906603371,0.00027709174146135773
4,0.9999999999999999,0.6818181818181818,0.18749999999999994,0.0,0.7142857142857143,0.5789473684210527,0.0,0.04347826086956519,0.003835206980296487,0.0014015219966668682
5,0.0,0.18181818181818177,0.18749999999999994,1.0,0.7142857142857143,1.0,0.0,0.30434782608695654,0.007681403092341675,0.0028070598156737553
6,0.4444444444444444,0.18181818181818177,0.18749999999999994,0.0,0.7142857142857143,0.5789473684210527,0.0,0.04347826086956519,0.007681403092341675,0.0028070598156737553
7,0.4444444444444444,0.18181818181818177,0.8906249999999998,0.0,0.7142857142857143,0.5789473684210527,0.0,0.30434782608695654,0.007681403092341675,0.0028070598156737553
8,0.5555555555555555,0.18181818181818177,0.18749999999999994,0.0,0.7142857142857143,0.5789473684210527,0.0,0.30434782608695654,0.001527489313069376,0.0005581993052627358
9,0.4444444444444444,0.0,0.3906249999999999,1.0,0.7142857142857143,1.0,0.0,0.30434782608695654,0.0019121089242738944,0.0006987530871634239
10,0.11111111111111109,0.045454545454545414,0.8906249999999998,0.0,0.7142857142857143,0.5789473684210527,0.0,0.30434782608695654,0.01537379531643205,0.0006987530871634239
11,0.0,0.8636363636363635,0.18749999999999994,0.0,0.7142857142857143,0.5789473684210527,0.0,0.30434782608695654,0.01537379531643205,0.00561813545368753
12,0.22222222222222218,0.8636363636363635,0.6406249999999999,0.0,0.7142857142857143,0.5789473684210527,0.0,0.30434782608695654,0.01537379531643205,0.007023673272694417
13,0.0,0.7424242424242424,0.8906249999999998,0.0,0.7142857142857143,0.5789473684210527,0.0,0.04347826086956519,0.01537379531643205,0.0028070598156737553
14,0.0,0.7424242424242424,0.7656249999999998,0.0,0.7142857142857143,0.5789473684210527,0.0,0.04347826086956519,0.007681403092341675,0.0028070598156737553
15,0.7777777777777777,0.3787878787878788,0.3906249999999999,1.0,0.7142857142857143,0.10526315789473684,0.0,0.04347826086956519,0.0019121089242738944,0.00013653795956066958
